t_ns,constellation,svid,cn0,baseband_cn0,elev,azim,used_in_fix,has_ephemeris,has_almanac,carrier_freq_hz
18827777026326,1,6,41.4,36.4,79.32914,46.497017,true,true,true,1.57542E9
18827777026326,1,11,39.8,34.8,59.80005,213.01146,true,true,true,1.57542E9
18827777026326,1,14,36.6,31.6,26.324514,120.92775,true,true,true,1.57542E9
18827777026326,1,17,32.3,27.3,28.160059,55.539295,true,true,true,1.57542E9
18827777026326,1,19,41.8,36.8,52.85184,19.753637,true,true,true,1.57542E9
18827777026326,1,21,35.9,30.9,11.832716,170.20483,true,false,true,1.57542E9
18827777026326,1,24,44.5,39.5,38.565548,270.72424,true,true,true,1.57542E9
18827777026326,4,194,34.5,29.5,23.95285,94.13603,true,true,true,1.57542E9
18827777026326,4,195,29.3,24.3,32.316284,63.113873,true,true,true,1.57542E9
18827777026326,2,128,30.9,25.9,0.0,0.0,false,false,false,1.57542E9
18827777026326,3,9,37.4,32.4,85.66165,46.034126,false,false,true,1.600875E9
18827777026326,3,16,30.6,25.6,31.000473,141.86237,true,false,true,1.6014374E9
18827777026326,3,20,40.8,35.8,59.83702,259.7477,false,false,true,1.603125E9
18827777026326,3,19,37.7,32.7,49.14872,15.191149,true,true,true,1.6036876E9
18827777026326,3,21,40.9,35.9,19.300066,231.63765,true,true,true,1.60425E9
18827777026326,6,2,33.5,28.5,63.503548,69.15442,true,true,true,1.57542E9
18827777026326,6,15,36.7,31.7,22.03075,206.7395,true,true,true,1.57542E9
18827777026326,6,18,35.5,30.5,65.26161,349.76248,true,false,true,1.57542E9
18827777026326,6,30,39.5,34.5,44.421177,325.98557,true,true,true,1.57542E9
18827777026326,6,34,40.4,35.4,71.97973,175.02202,true,true,true,1.57542E9
18827777026326,6,36,33.0,28.0,46.88272,45.71315,true,true,true,1.57542E9
18827777026326,1,11,35.7,30.7,59.80005,213.01146,true,true,true,1.17645E9
18827777026326,1,14,29.7,24.7,26.324514,120.92775,true,true,true,1.17645E9
18827777026326,1,24,39.0,34.0,38.565548,270.72424,true,true,true,1.17645E9
18827777026326,4,195,30.4,25.4,32.316284,63.113873,true,true,true,1.17645E9
18827777026326,6,30,33.0,28.0,44.421177,325.98557,true,true,true,1.17645E9
18827777026326,5,25,34.4,29.4,41.49043,154.75638,true,true,true,1.17645E9
