t_ns,constellation,svid,cn0,baseband_cn0,elev,azim,used_in_fix,has_ephemeris,has_almanac,carrier_freq_hz
19032799315102,1,6,40.0,35.0,77.27141,41.063614,true,true,true,1.57542E9
19032799315102,1,11,32.9,27.9,61.942028,214.97656,true,true,true,1.57542E9
19032799315102,1,12,41.9,36.9,20.570017,316.56934,true,false,true,1.57542E9
19032799315102,1,13,40.9,35.9,0.0,0.0,false,false,false,1.57542E9
19032799315102,1,14,31.6,26.6,24.75747,122.50261,true,true,true,1.57542E9
19032799315102,1,17,39.1,34.1,27.168106,57.006638,true,true,true,1.57542E9
19032799315102,1,19,40.9,35.9,51.867058,22.64939,true,true,true,1.57542E9
19032799315102,1,22,38.4,33.4,44.47657,109.75382,true,true,true,1.57542E9
19032799315102,1,24,33.8,28.8,38.29549,267.99545,true,true,true,1.57542E9
19032799315102,4,194,38.6,33.6,23.865274,94.9004,true,true,true,1.57542E9
19032799315102,4,195,40.7,35.7,32.296814,62.780743,true,true,true,1.57542E9
19032799315102,3,9,29.9,24.9,86.464645,85.89522,false,false,true,1.600875E9
19032799315102,3,16,32.8,27.8,28.942165,143.53221,true,true,true,1.6014374E9
19032799315102,3,20,32.9,27.9,60.708054,264.34372,false,false,true,1.603125E9
19032799315102,3,19,36.3,31.3,46.900078,16.44007,true,true,true,1.6036876E9
19032799315102,3,21,25.7,20.7,20.917278,233.5684,true,true,true,1.60425E9
19032799315102,5,38,40.1,35.1,61.599453,13.759671,false,true,true,1.561098E9
19032799315102,5,37,40.7,35.7,30.733479,315.98373,false,true,true,1.561098E9
19032799315102,5,34,27.6,22.6,10.669251,51.243282,false,true,true,1.561098E9
19032799315102,5,28,30.5,25.5,47.102688,260.64044,false,true,true,1.561098E9
19032799315102,5,27,31.6,26.6,7.5586176,242.68219,false,true,true,1.561098E9
19032799315102,5,25,31.8,26.8,39.840683,155.47636,false,true,true,1.561098E9
19032799315102,5,13,42.8,37.8,68.99351,306.72543,false,true,true,1.561098E9
19032799315102,5,10,27.5,22.5,17.628408,161.42725,false,false,true,1.561098E9
19032799315102,5,9,27.3,22.3,19.6662,146.10468,false,false,true,1.561098E9
19032799315102,5,8,37.5,32.5,37.761536,46.434673,false,false,true,1.561098E9
19032799315102,5,7,27.8,22.8,7.550255,159.53868,false,false,true,1.561098E9
19032799315102,5,6,32.8,27.8,27.629137,120.83572,false,true,true,1.561098E9
19032799315102,5,3,35.1,30.1,39.39877,128.22253,false,false,true,1.561098E9
19032799315102,5,2,40.0,35.0,54.172585,175.12207,false,false,true,1.561098E9
19032799315102,6,2,38.7,33.7,63.240273,73.14107,true,true,true,1.57542E9
19032799315102,6,7,29.0,24.0,4.0612426,270.4922,false,true,true,1.57542E9
19032799315102,6,15,31.3,26.3,23.609179,207.46681,true,true,true,1.57542E9
19032799315102,6,18,39.8,34.8,64.99162,353.59488,true,false,true,1.57542E9
19032799315102,6,25,33.6,28.6,16.40908,113.84417,true,true,true,1.57542E9
